customer_id,Recency,Frequency,Monetary,Cluster
27884,414,1,6.11,Casual Customers
27886,799,2,53.0,Lost Customers
27888,547,3,26.2,Casual Customers
27889,6,2,41.18,Loyal Customers
27891,87,7,43.77,Loyal Customers
27893,61,25,41.65,Loyal Customers
27896,207,6,42.7,Lost Customers
27898,38,62,42.65,Loyal Customers
27900,925,2,40.54,Casual Customers
27901,31,104,47.64,Loyal Customers
27903,131,3,32.29,Casual Customers
27904,136,15,45.39,Loyal Customers
27905,36,13,48.68,Loyal Customers
27906,896,4,55.68,Lost Customers
27907,43,4,39.83,Loyal Customers
27909,14,3,31.93,Loyal Customers
27910,411,1,51.59,Lost Customers
27911,159,18,39.82,Loyal Customers
27912,168,1,26.82,Casual Customers
27914,9,35,38.22,Loyal Customers
27915,47,34,43.28,Loyal Customers
27918,483,1,21.45,Casual Customers
27919,45,3,31.49,Casual Customers
27920,1008,2,40.43,Casual Customers
27921,12,24,39.48,Loyal Customers
27922,484,3,8.43,Casual Customers
27923,337,4,50.43,Lost Customers
27927,97,4,44.85,Lost Customers
27930,37,31,43.52,Loyal Customers
27932,129,2,13.63,Casual Customers
27935,83,23,44.33,Loyal Customers
27936,63,2,15.68,Casual Customers
27938,31,118,42.5,Loyal Customers
27940,68,29,44.08,Loyal Customers
27941,53,7,53.56,Loyal Customers
27942,95,36,43.18,Loyal Customers
27944,95,19,47.73,Loyal Customers
27947,201,15,43.65,Loyal Customers
27949,32,36,40.27,Loyal Customers
27950,1271,1,59.05,Lost Customers
27953,1385,2,55.98,Lost Customers
27954,1,58,39.27,Loyal Customers
27956,1856,1,15.99,Casual Customers
27958,811,1,39.5,Casual Customers
27959,219,7,35.78,Casual Customers
27961,2191,1,71.82,Lost Customers
27964,14,63,43.0,Loyal Customers
27966,577,3,36.01,Casual Customers
27967,1100,2,35.77,Casual Customers
27968,21,243,43.86,Loyal Customers
27969,20,59,44.13,Loyal Customers
27970,468,6,41.23,Casual Customers
27972,55,110,40.93,Loyal Customers
27973,61,29,41.2,Loyal Customers
27975,481,3,65.73,Lost Customers
27976,306,7,32.68,Casual Customers
27979,797,1,23.82,Casual Customers
27980,3,18,47.85,Loyal Customers
27981,1161,1,22.16,Casual Customers
27983,127,29,35.45,Loyal Customers
27989,66,4,30.54,Casual Customers
27997,1294,2,25.9,Casual Customers
28000,28,15,48.38,Loyal Customers
28001,33,31,36.25,Loyal Customers
28002,22,2,36.1,Loyal Customers
28005,19,36,41.68,Loyal Customers
28006,83,4,42.98,Loyal Customers
28007,648,1,59.24,Lost Customers
28009,136,4,41.06,Casual Customers
28010,168,33,46.17,Loyal Customers
28012,115,1,79.63,Lost Customers
28013,1106,1,77.0,Lost Customers
28016,29,43,47.21,Loyal Customers
28017,881,2,40.26,Casual Customers
28020,1096,3,44.67,Lost Customers
28022,69,19,46.41,Loyal Customers
28026,64,11,41.68,Loyal Customers
28027,344,24,46.53,Loyal Customers
28028,28,3,28.18,Casual Customers
28030,281,3,58.29,Lost Customers
28031,277,1,44.02,Lost Customers
28033,8,26,41.12,Loyal Customers
28035,2,4,61.76,Loyal Customers
28038,115,23,42.9,Loyal Customers
28040,10,18,51.67,Loyal Customers
28042,81,36,42.61,Loyal Customers
28046,1930,3,18.61,Casual Customers
28048,49,97,44.07,Loyal Customers
28050,14,66,42.37,Loyal Customers
28051,519,2,42.42,Casual Customers
28053,323,3,35.32,Casual Customers
28056,864,2,24.34,Casual Customers
28058,447,9,42.88,Lost Customers
28059,2053,1,43.51,Lost Customers
28062,177,39,39.11,Loyal Customers
28063,1330,6,48.3,Lost Customers
28064,140,19,45.49,Loyal Customers
28065,735,4,43.99,Lost Customers
28069,34,23,44.74,Loyal Customers
28073,44,65,38.8,Loyal Customers
28074,1477,8,35.1,Casual Customers
28075,358,3,63.06,Lost Customers
28076,52,2,59.14,Lost Customers
28078,70,13,42.35,Loyal Customers
28079,437,4,68.16,Lost Customers
28080,39,78,42.04,Loyal Customers
28082,0,1,38.09,Loyal Customers
28083,4,46,46.2,Loyal Customers
28084,80,3,49.8,Lost Customers
28087,353,5,28.2,Casual Customers
28088,9,98,43.54,Loyal Customers
28089,841,2,42.88,Lost Customers
28091,3,21,40.66,Loyal Customers
28093,320,15,43.39,Loyal Customers
28096,33,48,43.19,Loyal Customers
28100,700,1,33.18,Casual Customers
28105,175,24,39.19,Loyal Customers
28106,356,3,33.01,Casual Customers
28107,157,12,53.33,Lost Customers
28110,45,100,45.14,Loyal Customers
28111,322,4,59.13,Lost Customers
28113,474,4,48.72,Lost Customers
28115,125,8,37.01,Loyal Customers
28117,20,39,46.0,Loyal Customers
28121,1100,2,70.61,Lost Customers
28123,903,3,38.17,Casual Customers
28124,32,63,37.89,Loyal Customers
28126,216,14,36.12,Loyal Customers
28129,1137,1,9.66,Casual Customers
28130,26,49,44.25,Loyal Customers
28131,22,18,38.69,Loyal Customers
28135,8,50,44.12,Loyal Customers
28136,769,2,44.5,Lost Customers
28137,35,21,37.51,Loyal Customers
28138,637,2,11.85,Casual Customers
28141,361,5,25.71,Casual Customers
28142,190,10,42.38,Loyal Customers
28146,258,7,29.37,Casual Customers
28147,211,7,38.65,Casual Customers
28149,19,86,39.53,Loyal Customers
28150,49,160,41.74,Loyal Customers
28152,7,6,48.86,Loyal Customers
28153,24,20,47.57,Loyal Customers
28154,392,1,52.59,Lost Customers
28155,21,35,41.69,Loyal Customers
28158,51,38,37.83,Loyal Customers
28161,918,9,45.57,Lost Customers
28165,40,4,32.18,Casual Customers
28166,114,13,42.0,Loyal Customers
28167,1117,1,12.85,Casual Customers
28169,1036,2,23.88,Casual Customers
28171,229,3,60.5,Lost Customers
28172,79,17,36.04,Loyal Customers
28174,4,99,39.45,Loyal Customers
28177,2198,9,51.61,Lost Customers
28179,18,21,42.71,Loyal Customers
28181,36,66,41.94,Loyal Customers
28182,133,2,27.32,Casual Customers
28183,135,19,45.01,Loyal Customers
28184,1097,1,54.22,Lost Customers
28185,28,50,43.75,Loyal Customers
28188,34,83,48.02,Loyal Customers
28190,303,8,38.3,Casual Customers
28192,1556,1,63.39,Lost Customers
28194,28,19,36.05,Loyal Customers
28195,1162,1,48.11,Lost Customers
28199,177,3,48.97,Lost Customers
28201,361,1,20.41,Casual Customers
28202,294,1,19.35,Casual Customers
28203,44,6,41.94,Loyal Customers
28205,5,123,43.07,Loyal Customers
28206,1490,1,71.3,Lost Customers
28210,707,1,13.84,Casual Customers
28211,212,4,47.3,Lost Customers
28213,1,10,43.97,Loyal Customers
28214,175,2,31.0,Casual Customers
28215,156,8,36.24,Casual Customers
28216,133,12,52.94,Loyal Customers
28218,159,11,47.9,Loyal Customers
28219,20,65,40.96,Loyal Customers
28220,301,1,41.99,Casual Customers
28221,1059,2,37.46,Casual Customers
28222,85,25,50.07,Loyal Customers
28223,69,41,36.72,Loyal Customers
28224,637,1,53.43,Lost Customers
28225,408,2,53.95,Lost Customers
28226,607,4,25.11,Casual Customers
28227,639,1,20.87,Casual Customers
28228,129,2,23.45,Casual Customers
28229,109,25,41.41,Loyal Customers
28230,344,4,47.42,Lost Customers
28232,256,11,46.79,Loyal Customers
28234,13,56,41.15,Loyal Customers
28235,382,3,32.0,Casual Customers
28236,440,1,11.8,Casual Customers
28238,790,1,34.5,Casual Customers
28240,65,15,47.91,Loyal Customers
28242,188,12,45.23,Loyal Customers
28243,5,96,38.81,Loyal Customers
28244,141,21,39.19,Loyal Customers
28246,86,9,33.99,Loyal Customers
28249,169,16,43.95,Loyal Customers
28250,939,1,31.09,Casual Customers
28251,1396,1,33.69,Casual Customers
28253,122,12,52.39,Loyal Customers
28254,119,18,46.51,Loyal Customers
28257,90,18,39.51,Loyal Customers
28263,45,62,40.41,Loyal Customers
28264,266,20,45.97,Loyal Customers
28265,47,19,35.87,Loyal Customers
28266,157,13,38.65,Loyal Customers
28269,243,5,51.72,Lost Customers
28272,23,89,37.35,Loyal Customers
28274,62,56,47.46,Loyal Customers
28276,1,114,45.65,Loyal Customers
28281,213,11,48.17,Loyal Customers
28282,155,1,16.27,Casual Customers
28285,30,2,42.83,Loyal Customers
28288,7,4,33.68,Loyal Customers
28290,364,1,69.06,Lost Customers
28294,591,4,60.78,Lost Customers
28295,99,11,33.45,Loyal Customers
28296,490,3,53.34,Lost Customers
28298,7,29,45.06,Loyal Customers
28299,349,2,40.99,Casual Customers
28300,38,55,44.17,Loyal Customers
28304,16,16,35.72,Loyal Customers
28306,36,50,45.16,Loyal Customers
28307,721,1,64.28,Lost Customers
28309,51,9,36.08,Loyal Customers
28313,72,56,39.57,Loyal Customers
28316,134,7,31.95,Casual Customers
28318,5,134,45.28,Loyal Customers
28319,1441,1,73.52,Lost Customers
28321,62,15,50.63,Loyal Customers
28322,27,28,45.7,Loyal Customers
28326,449,3,51.23,Lost Customers
28327,136,3,48.22,Lost Customers
28328,608,2,58.42,Lost Customers
28330,855,7,40.06,Casual Customers
28331,198,2,24.54,Casual Customers
28332,369,1,55.47,Lost Customers
28334,25,72,43.08,Loyal Customers
28335,63,28,36.78,Loyal Customers
28339,125,14,43.63,Loyal Customers
28342,584,3,39.88,Casual Customers
28343,247,6,49.79,Lost Customers
28344,429,2,64.72,Lost Customers
28347,31,71,38.82,Loyal Customers
28348,609,1,76.64,Lost Customers
28351,692,3,43.08,Lost Customers
28352,27,28,43.04,Loyal Customers
28355,81,3,16.32,Casual Customers
28360,22,110,45.39,Loyal Customers
28362,1471,1,29.84,Casual Customers
28364,104,14,47.6,Loyal Customers
28368,283,1,46.41,Lost Customers
28369,83,1,55.48,Lost Customers
28371,21,173,42.38,Loyal Customers
28372,62,45,41.29,Loyal Customers
28373,35,72,41.24,Loyal Customers
28374,373,1,42.68,Lost Customers
28375,21,56,40.62,Loyal Customers
28376,243,2,32.02,Casual Customers
28378,21,8,52.18,Loyal Customers
28380,427,1,51.22,Lost Customers
28381,67,23,45.69,Loyal Customers
28382,344,6,42.6,Lost Customers
28383,47,3,54.5,Lost Customers
28384,407,1,77.14,Lost Customers
28385,2129,1,12.37,Casual Customers
28391,301,7,44.08,Lost Customers
28394,86,33,46.07,Loyal Customers
28395,12,90,43.01,Loyal Customers
28396,354,3,65.48,Lost Customers
28397,250,1,76.12,Lost Customers
28398,12,4,48.4,Loyal Customers
28399,352,1,38.23,Casual Customers
28400,213,10,37.55,Loyal Customers
28402,295,1,35.17,Casual Customers
28403,415,3,48.71,Lost Customers
28407,79,10,26.62,Casual Customers
28408,21,17,45.1,Loyal Customers
28412,134,13,43.0,Loyal Customers
28413,238,11,36.92,Casual Customers
28416,144,19,52.28,Loyal Customers
28418,89,37,42.53,Loyal Customers
28421,56,9,50.13,Loyal Customers
28426,9,107,38.99,Loyal Customers
28428,162,19,39.97,Loyal Customers
28430,398,5,32.95,Casual Customers
28432,20,27,46.13,Loyal Customers
28434,14,290,42.07,Loyal Customers
28435,317,7,44.18,Lost Customers
28436,42,97,43.04,Loyal Customers
28438,127,23,45.07,Loyal Customers
28439,27,65,42.3,Loyal Customers
28441,4,99,41.91,Loyal Customers
28442,80,28,46.12,Loyal Customers
28444,43,14,46.77,Loyal Customers
28445,1386,1,75.49,Lost Customers
28446,24,131,41.74,Loyal Customers
28447,30,4,56.09,Lost Customers
28448,124,5,44.78,Lost Customers
28449,7,86,40.71,Loyal Customers
28450,34,43,38.53,Loyal Customers
28451,148,12,40.15,Loyal Customers
28452,254,1,52.66,Lost Customers
28453,1050,1,39.51,Casual Customers
28455,329,2,62.72,Lost Customers
28458,279,7,44.42,Lost Customers
28459,23,59,42.18,Loyal Customers
28460,132,9,37.07,Loyal Customers
28465,1012,1,17.26,Casual Customers
28466,39,13,43.06,Loyal Customers
28467,30,22,39.36,Loyal Customers
28468,346,2,45.94,Lost Customers
28470,1958,1,45.46,Lost Customers
28477,58,2,35.44,Casual Customers
28480,65,39,40.51,Loyal Customers
28486,166,4,44.52,Lost Customers
28487,32,41,40.48,Loyal Customers
28488,244,4,63.13,Lost Customers
28489,66,10,32.75,Loyal Customers
28490,30,47,42.25,Loyal Customers
28491,47,213,42.52,Loyal Customers
28492,129,4,55.07,Lost Customers
28495,327,10,52.27,Lost Customers
28498,1695,1,33.94,Casual Customers
28500,1114,1,28.93,Casual Customers
28504,79,6,43.75,Loyal Customers
28509,6,31,41.36,Loyal Customers
28510,264,4,52.42,Lost Customers
28511,59,32,43.9,Loyal Customers
28513,190,9,34.27,Casual Customers
28515,169,13,35.17,Loyal Customers
28516,17,28,45.52,Loyal Customers
28521,209,2,8.5,Casual Customers
28522,28,93,41.04,Loyal Customers
28524,524,2,25.3,Casual Customers
28525,48,77,41.38,Loyal Customers
28528,102,15,49.14,Loyal Customers
28529,137,4,63.61,Lost Customers
28531,457,12,40.73,Casual Customers
28536,1,3,53.1,Loyal Customers
28537,178,18,46.48,Loyal Customers
28539,146,5,58.63,Lost Customers
28540,75,6,48.75,Loyal Customers
28543,818,2,48.43,Lost Customers
28544,23,116,43.92,Loyal Customers
28545,3,18,36.23,Loyal Customers
28546,1569,1,46.06,Lost Customers
28547,12,117,45.66,Loyal Customers
28548,958,1,70.23,Lost Customers
28549,2041,1,38.28,Casual Customers
28551,260,5,59.22,Lost Customers
28552,35,60,42.34,Loyal Customers
28553,154,1,78.63,Lost Customers
28556,120,8,44.44,Loyal Customers
28557,148,11,40.59,Loyal Customers
28559,364,1,66.02,Lost Customers
28560,846,1,17.06,Casual Customers
28561,60,5,51.72,Lost Customers
28562,73,27,42.86,Loyal Customers
28566,217,13,38.99,Loyal Customers
28567,641,3,65.19,Lost Customers
28568,19,28,42.93,Loyal Customers
28569,14,25,41.82,Loyal Customers
28570,85,1,70.73,Lost Customers
28571,1675,1,57.59,Lost Customers
28572,102,2,21.88,Casual Customers
28573,29,96,42.78,Loyal Customers
28575,55,16,47.08,Loyal Customers
28576,11,4,53.33,Loyal Customers
28581,104,9,25.59,Casual Customers
28583,894,1,78.9,Lost Customers
28584,46,116,42.63,Loyal Customers
28587,10,3,46.34,Loyal Customers
28589,896,1,44.55,Lost Customers
28590,116,2,48.27,Lost Customers
28591,785,5,28.22,Casual Customers
28592,26,4,36.42,Loyal Customers
28594,105,10,39.59,Loyal Customers
28595,19,8,45.33,Loyal Customers
28597,64,24,36.23,Loyal Customers
28602,16,3,26.04,Casual Customers
28606,273,4,33.98,Casual Customers
28608,574,1,57.91,Lost Customers
28610,248,3,54.92,Lost Customers
28611,114,17,36.66,Loyal Customers
28613,108,9,30.07,Casual Customers
28616,102,12,40.72,Loyal Customers
28620,1,6,32.76,Loyal Customers
28621,1176,5,32.7,Casual Customers
28622,949,2,26.71,Casual Customers
28623,40,21,37.99,Loyal Customers
28624,169,11,33.34,Casual Customers
28627,52,52,52.53,Loyal Customers
28628,9,23,34.88,Loyal Customers
28630,76,5,35.99,Loyal Customers
28631,110,7,53.6,Lost Customers
28634,588,11,32.85,Casual Customers
28637,62,42,46.97,Loyal Customers
28638,173,10,43.43,Loyal Customers
28641,1772,2,34.09,Casual Customers
28644,76,20,46.48,Loyal Customers
28645,0,14,39.5,Loyal Customers
28646,77,35,44.03,Loyal Customers
28647,144,19,49.48,Loyal Customers
28648,25,21,46.9,Loyal Customers
28650,85,4,40.08,Loyal Customers
28654,248,3,46.29,Lost Customers
28655,12,9,48.39,Loyal Customers
28656,106,1,46.41,Lost Customers
28657,5,4,48.56,Loyal Customers
28659,1421,1,73.5,Lost Customers
28661,13,1,79.18,Lost Customers
28662,123,2,44.52,Lost Customers
28664,1218,1,25.15,Casual Customers
28667,736,2,32.38,Casual Customers
28668,310,6,41.01,Casual Customers
28669,15,23,46.53,Loyal Customers
28670,1946,1,55.22,Lost Customers
28671,138,11,49.39,Loyal Customers
28674,28,29,37.16,Loyal Customers
28678,0,118,43.16,Loyal Customers
28681,66,30,45.74,Loyal Customers
28683,2006,1,44.07,Lost Customers
28684,52,3,51.96,Lost Customers
28685,2,311,41.79,Loyal Customers
28686,609,2,35.36,Casual Customers
28688,155,6,34.12,Casual Customers
28689,1826,1,8.03,Casual Customers
28690,334,3,59.19,Lost Customers
28693,2003,1,60.42,Lost Customers
28695,23,65,34.79,Loyal Customers
28696,277,3,40.64,Casual Customers
28697,372,4,42.91,Lost Customers
28700,36,13,50.22,Loyal Customers
28701,135,7,52.45,Lost Customers
28702,71,17,43.8,Loyal Customers
28708,93,28,33.49,Loyal Customers
28709,322,1,57.51,Lost Customers
28712,2,100,40.34,Loyal Customers
28719,27,91,41.77,Loyal Customers
28720,210,12,40.85,Loyal Customers
28726,60,161,42.29,Loyal Customers
28732,80,5,41.26,Loyal Customers
28738,97,1,44.12,Lost Customers
28740,163,19,34.92,Loyal Customers
28742,183,4,43.34,Lost Customers
28745,76,8,42.01,Loyal Customers
28746,225,11,28.79,Casual Customers
28749,59,8,34.61,Loyal Customers
28752,451,2,65.74,Lost Customers
28753,0,103,46.08,Loyal Customers
28756,423,10,45.35,Lost Customers
28757,596,7,35.26,Casual Customers
28760,14,26,43.4,Loyal Customers
28762,37,51,45.35,Loyal Customers
28765,224,1,79.88,Lost Customers
28767,1162,1,49.39,Lost Customers
28770,111,12,24.82,Casual Customers
28771,66,9,47.31,Loyal Customers
28772,820,2,38.2,Casual Customers
28774,1037,4,36.11,Casual Customers
28780,17,14,32.09,Loyal Customers
28782,268,2,41.26,Casual Customers
28785,85,9,48.22,Loyal Customers
28786,39,25,43.55,Loyal Customers
28788,120,5,42.33,Loyal Customers
28789,110,3,46.21,Lost Customers
28790,337,2,29.74,Casual Customers
28791,113,4,24.12,Casual Customers
28792,1302,1,6.93,Casual Customers
28794,50,51,43.15,Loyal Customers
28797,92,37,43.32,Loyal Customers
28799,15,12,40.68,Loyal Customers
28802,440,1,35.34,Casual Customers
28803,527,3,50.28,Lost Customers
28804,80,33,38.18,Loyal Customers
28806,36,10,48.45,Loyal Customers
28809,81,11,31.88,Loyal Customers
28811,57,4,40.88,Loyal Customers
28817,195,6,40.4,Casual Customers
28819,101,25,37.79,Loyal Customers
28820,37,36,38.64,Loyal Customers
28827,232,11,49.08,Lost Customers
28832,68,5,55.22,Lost Customers
28835,1959,1,29.04,Casual Customers
28836,41,28,40.42,Loyal Customers
28838,375,2,74.15,Lost Customers
28840,42,77,44.37,Loyal Customers
28844,47,11,40.64,Loyal Customers
28845,231,17,44.66,Loyal Customers
28846,44,17,42.04,Loyal Customers
28851,22,7,57.46,Loyal Customers
28852,16,45,44.94,Loyal Customers
28853,20,3,43.3,Loyal Customers
28854,398,4,52.0,Lost Customers
28855,1960,3,18.4,Casual Customers
28856,20,18,43.72,Loyal Customers
28859,187,2,65.25,Lost Customers
28866,1680,1,55.3,Lost Customers
28867,5,57,42.27,Loyal Customers
28868,3,146,38.09,Loyal Customers
28869,595,3,45.79,Lost Customers
28872,267,1,64.07,Lost Customers
28874,798,1,71.23,Lost Customers
28876,54,7,45.76,Loyal Customers
28878,150,5,50.08,Lost Customers
28879,908,1,21.99,Casual Customers
28880,117,15,43.38,Loyal Customers
28883,215,14,36.37,Loyal Customers
28884,17,33,35.73,Loyal Customers
28885,617,2,34.48,Casual Customers
28886,68,22,35.96,Loyal Customers
28889,1077,2,51.05,Lost Customers
28890,409,6,43.27,Lost Customers
28893,405,3,29.4,Casual Customers
28896,106,5,40.01,Loyal Customers
28897,14,27,43.81,Loyal Customers
28898,135,3,24.97,Casual Customers
28900,80,6,45.66,Loyal Customers
28901,192,38,45.58,Loyal Customers
28902,7,32,50.87,Loyal Customers
28905,224,19,37.5,Loyal Customers
28908,0,15,44.18,Loyal Customers
28911,3,154,39.55,Loyal Customers
28913,41,82,44.54,Loyal Customers
28914,182,3,52.09,Lost Customers
28918,38,160,42.06,Loyal Customers
28919,4,45,40.65,Loyal Customers
28920,932,1,53.89,Lost Customers
28921,48,5,29.77,Casual Customers
28929,79,15,40.22,Loyal Customers
28930,1,10,41.46,Loyal Customers
28933,59,32,40.8,Loyal Customers
28935,1763,1,36.77,Casual Customers
28937,36,48,38.31,Loyal Customers
28939,1916,1,62.43,Lost Customers
28940,4,392,40.88,Loyal Customers
28941,48,10,30.66,Loyal Customers
28942,20,34,45.6,Loyal Customers
28943,25,46,46.61,Loyal Customers
28946,88,2,40.4,Casual Customers
28949,28,1,7.21,Casual Customers
28950,35,97,42.67,Loyal Customers
28953,51,35,46.65,Loyal Customers
28954,344,6,40.08,Casual Customers
28955,51,3,22.34,Casual Customers
28957,5,9,46.99,Loyal Customers
28958,10,38,42.29,Loyal Customers
28962,222,10,35.02,Casual Customers
28963,679,6,48.72,Lost Customers
28965,40,46,42.65,Loyal Customers
28966,92,4,38.14,Casual Customers
28969,17,50,43.12,Loyal Customers
28970,1154,1,8.48,Casual Customers
28974,229,15,48.92,Loyal Customers
28975,68,16,41.12,Loyal Customers
28977,24,84,44.01,Loyal Customers
28981,51,6,32.74,Loyal Customers
28983,293,1,35.93,Casual Customers
28984,185,7,37.58,Casual Customers
28986,33,141,45.14,Loyal Customers
28988,231,6,36.65,Casual Customers
28990,51,12,39.04,Loyal Customers
28991,242,7,46.28,Lost Customers
28998,80,33,42.63,Loyal Customers
29002,5,9,44.86,Loyal Customers
29009,17,61,45.41,Loyal Customers
29013,146,7,50.36,Lost Customers
29015,174,4,35.26,Casual Customers
29017,742,1,49.89,Lost Customers
29018,320,1,19.74,Casual Customers
29019,770,1,79.16,Lost Customers
29020,49,9,44.85,Loyal Customers
29021,21,66,39.07,Loyal Customers
29023,1526,1,65.98,Lost Customers
29025,13,18,39.39,Loyal Customers
29027,309,1,17.73,Casual Customers
29029,176,19,37.92,Loyal Customers
29030,82,3,40.46,Casual Customers
29032,206,9,38.58,Loyal Customers
29033,354,11,42.61,Loyal Customers
29034,95,11,52.59,Loyal Customers
29035,158,8,39.95,Loyal Customers
29036,57,133,41.1,Loyal Customers
29037,367,3,30.57,Casual Customers
29039,176,5,56.63,Lost Customers
29040,33,140,41.12,Loyal Customers
29042,730,2,72.48,Lost Customers
29044,77,6,45.04,Loyal Customers
29046,44,36,40.54,Loyal Customers
29048,550,2,14.42,Casual Customers
29051,13,90,45.38,Loyal Customers
29053,10,72,35.42,Loyal Customers
29054,62,45,46.33,Loyal Customers
29055,43,4,39.78,Loyal Customers
29056,17,150,41.1,Loyal Customers
29057,366,7,39.18,Casual Customers
29058,568,2,14.12,Casual Customers
29059,1463,1,21.56,Casual Customers
29063,243,5,36.58,Casual Customers
29066,133,10,39.3,Loyal Customers
29072,285,1,18.44,Casual Customers
29073,728,1,31.32,Casual Customers
29074,176,51,39.16,Loyal Customers
29075,25,11,46.03,Loyal Customers
29077,7,39,38.15,Loyal Customers
29079,285,6,56.97,Lost Customers
29080,53,5,42.73,Loyal Customers
29082,117,7,42.67,Loyal Customers
29084,247,5,30.26,Casual Customers
29085,159,10,39.33,Loyal Customers
29086,62,6,42.9,Loyal Customers
29088,347,4,52.51,Lost Customers
29090,12,103,42.42,Loyal Customers
29092,637,5,47.56,Lost Customers
29093,36,10,45.04,Loyal Customers
29095,7,8,43.25,Loyal Customers
29098,121,19,49.85,Loyal Customers
29099,0,103,37.58,Loyal Customers
29100,541,5,51.47,Lost Customers
29101,190,5,30.17,Casual Customers
29104,291,4,35.22,Casual Customers
29105,46,55,43.76,Loyal Customers
29106,159,11,40.31,Loyal Customers
29108,28,19,46.27,Loyal Customers
29109,484,1,24.15,Casual Customers
29112,2,103,44.51,Loyal Customers
29113,396,3,39.37,Casual Customers
29114,54,24,40.11,Loyal Customers
29117,13,24,44.19,Loyal Customers
29119,1849,1,7.51,Casual Customers
29120,189,8,42.27,Loyal Customers
29125,165,14,37.58,Loyal Customers
29127,78,7,36.77,Loyal Customers
29128,27,55,45.35,Loyal Customers
29129,1617,1,37.84,Casual Customers
29131,31,27,36.19,Loyal Customers
29132,145,13,38.36,Loyal Customers
29135,239,4,23.71,Casual Customers
29140,10,184,40.81,Loyal Customers
29145,133,2,53.08,Lost Customers
29146,38,134,43.13,Loyal Customers
29147,371,1,57.32,Lost Customers
29150,1078,1,44.37,Lost Customers
29151,449,1,38.83,Casual Customers
29153,4,22,40.4,Loyal Customers
29154,468,1,20.78,Casual Customers
29161,284,6,47.81,Lost Customers
29162,160,1,50.46,Lost Customers
29163,86,21,38.52,Loyal Customers
29164,50,7,39.18,Loyal Customers
29165,51,17,44.79,Loyal Customers
29167,50,1,68.4,Lost Customers
29168,4,134,43.59,Loyal Customers
29170,54,41,39.47,Loyal Customers
29171,1,56,40.62,Loyal Customers
29172,662,3,43.94,Lost Customers
29178,70,5,39.71,Loyal Customers
29179,1,177,40.96,Loyal Customers
29180,24,17,40.61,Loyal Customers
29185,1100,1,11.81,Casual Customers
29188,66,18,37.96,Loyal Customers
29190,83,1,24.08,Casual Customers
29193,335,4,57.13,Lost Customers
29197,384,19,48.65,Loyal Customers
29198,167,3,29.12,Casual Customers
29199,147,4,35.06,Casual Customers
29201,35,59,45.31,Loyal Customers
29203,48,66,40.66,Loyal Customers
29204,59,23,44.29,Loyal Customers
29206,66,13,44.12,Loyal Customers
29207,40,82,40.84,Loyal Customers
29209,461,3,28.11,Casual Customers
29212,122,37,44.46,Loyal Customers
29213,352,9,36.45,Casual Customers
29215,18,44,38.84,Loyal Customers
29219,33,31,37.16,Loyal Customers
29224,22,44,44.57,Loyal Customers
29225,108,5,41.43,Loyal Customers
29226,38,9,35.84,Loyal Customers
29227,47,50,40.83,Loyal Customers
29229,346,2,34.68,Casual Customers
29230,284,4,42.26,Casual Customers
29232,36,136,43.27,Loyal Customers
29234,272,1,74.7,Lost Customers
29237,9,9,42.72,Loyal Customers
29240,1,579,41.57,Loyal Customers
29247,630,1,55.63,Lost Customers
29248,1017,1,71.5,Lost Customers
29249,105,2,68.93,Lost Customers
29252,145,1,65.96,Lost Customers
29256,574,1,32.94,Casual Customers
29258,273,1,63.01,Lost Customers
29259,49,44,41.56,Loyal Customers
29261,435,6,38.9,Casual Customers
29262,640,2,50.02,Lost Customers
29263,554,6,52.88,Lost Customers
29264,19,19,38.96,Loyal Customers
29265,1120,1,18.72,Casual Customers
29266,186,10,38.84,Loyal Customers
29268,63,12,34.38,Loyal Customers
29269,137,7,47.63,Loyal Customers
29270,471,12,33.52,Casual Customers
29271,35,36,45.77,Loyal Customers
29273,609,2,51.06,Lost Customers
29277,70,40,44.94,Loyal Customers
29278,48,84,43.35,Loyal Customers
29279,159,13,42.59,Loyal Customers
29280,13,39,43.83,Loyal Customers
29282,190,3,53.91,Lost Customers
29285,414,1,60.5,Lost Customers
29286,49,21,51.57,Loyal Customers
29287,77,8,59.47,Lost Customers
29288,101,18,31.73,Loyal Customers
29289,1267,1,47.2,Lost Customers
29291,66,37,37.83,Loyal Customers
29292,2128,2,53.23,Lost Customers
29293,89,31,44.36,Loyal Customers
29296,92,38,43.93,Loyal Customers
29297,200,17,48.2,Loyal Customers
29298,272,7,48.17,Lost Customers
29302,200,2,58.79,Lost Customers
29303,54,7,42.84,Loyal Customers
29304,61,94,40.97,Loyal Customers
29305,48,18,42.07,Loyal Customers
29308,356,3,47.4,Lost Customers
29311,234,6,26.02,Casual Customers
29316,279,2,53.4,Lost Customers
29317,33,25,38.49,Loyal Customers
29319,482,2,30.58,Casual Customers
29321,1771,1,47.57,Lost Customers
29325,131,13,40.13,Loyal Customers
29327,103,2,49.5,Lost Customers
29329,69,12,52.25,Loyal Customers
29333,253,2,42.5,Casual Customers
29336,30,17,34.87,Loyal Customers
29337,170,19,40.86,Loyal Customers
29338,42,39,42.68,Loyal Customers
29339,80,17,44.29,Loyal Customers
29341,896,1,33.96,Casual Customers
29343,598,1,22.19,Casual Customers
29345,25,73,41.19,Loyal Customers
29347,2127,1,16.88,Casual Customers
29348,365,1,48.55,Lost Customers
29349,40,63,41.87,Loyal Customers
